1,1,1,2,1,4
2,1,1,2,1,4
3,1,1,1,1,4
4,1,0,0,0,5
5,1,0,0,0,5
6,1,0,0,0,5
7,1,0,0,0,5
8,1,0,0,0,5
1,2,3,3,3,4
2,2,2,2,2,4
3,2,1,2,1,4
4,2,1,1,1,5
5,2,0,0,0,5
6,2,0,0,0,5
7,2,0,0,0,5
8,2,0,0,0,6
1,3,4,5,4,3
2,3,4,4,3,4
3,3,3,3,3,4
4,3,1,0,1,5
5,3,0,0,0,5
6,3,0,0,0,5
7,3,0,0,0,6
8,3,0,0,0,6
1,4,7,7,6,2
2,4,5,5,4,3
3,4,4,0,3,4
4,4,2,0,2,5
5,4,1,0,1,5
6,4,0,0,0,6
7,4,0,0,0,6
8,4,0,0,0,17
1,5,9,9,8,1
2,5,7,7,6,3
3,5,4,0,4,5
4,5,3,0,3,5
5,5,2,0,2,6
6,5,1,0,1,6
7,5,0,0,0,17
8,5,0,0,0,17
1,6,9,9,8,2
2,6,8,8,8,4
3,6,6,0,5,6
4,6,4,0,3,6
5,6,3,0,3,6
6,6,1,0,1,17
7,6,0,0,0,17
8,6,0,0,0,18
1,7,9,8,8,3
2,7,9,8,8,6
3,7,7,0,6,7
4,7,4,0,4,7
5,7,3,0,3,16
6,7,2,0,2,17
7,7,1,0,1,18
8,7,0,0,0,18
1,8,8,7,8,7
2,8,8,0,8,9
3,8,8,0,8,9
4,8,5,0,6,15
5,8,3,0,4,17
6,8,3,0,3,18
7,8,2,0,2,18
8,8,0,0,1,18
1,9,8,7,8,9
2,9,8,7,8,12
3,9,7,0,8,13
4,9,7,0,7,16
5,9,5,0,6,18
6,9,3,0,4,19
7,9,2,0,3,19
8,9,1,1,2,28
1,10,8,7,8,9
2,10,7,6,8,13
3,10,7,0,8,14
4,10,7,0,7,17
5,10,6,0,7,19
6,10,4,0,6,20
7,10,3,0,4,27
8,10,2,1,3,28
1,11,5,5,6,15
2,11,7,0,7,15
3,11,7,0,7,17
4,11,6,0,7,20
5,11,6,0,7,22
6,11,5,0,7,25
7,11,4,0,5,27
8,11,2,2,4,29
1,12,3,3,4,16
2,12,5,4,6,17
3,12,6,0,7,18
4,12,6,0,7,21
5,12,6,0,7,24
6,12,5,0,7,25
7,12,5,0,7,28
8,12,4,2,5,29
1,13,3,2,3,17
2,13,3,0,4,18
3,13,4,0,6,19
4,13,6,0,7,21
5,13,5,0,7,25
6,13,5,0,7,26
7,13,5,0,7,29
8,13,5,3,7,31
1,14,1,1,2,18
2,14,2,0,3,18
3,14,3,0,4,19
4,14,4,0,5,27
5,14,5,0,7,28
6,14,5,0,7,29
7,14,5,0,7,32
8,14,5,4,7,33
1,15,0,1,1,18
2,15,1,1,2,18
3,15,2,0,3,28
4,15,2,0,4,28
5,15,4,0,5,29
6,15,5,0,7,31
7,15,5,0,7,34
8,15,5,3,7,36
1,16,0,0,0,18
2,16,0,0,1,29
3,16,1,0,2,29
4,16,2,0,3,29
5,16,3,0,4,30
6,16,4,0,5,32
7,16,5,3,7,34
8,16,5,3,7,36
1,17,0,0,0,29
2,17,0,0,0,29
3,17,0,0,1,29
4,17,1,0,2,30
5,17,2,0,3,31
6,17,3,0,4,32
7,17,5,3,7,39
8,17,5,3,7,39
1,18,0,0,0,29
2,18,0,0,0,29
3,18,0,0,0,30
4,18,0,0,1,30
5,18,1,0,2,41
6,18,2,0,4,40
7,18,4,2,5,41
8,18,5,3,7,41
1,19,0,0,0,29
2,19,0,0,0,30
3,19,0,0,0,30
4,19,0,0,1,41
5,19,1,0,2,41
6,19,2,0,3,41
7,19,3,0,4,42
8,19,5,3,7,43
1,20,0,0,0,30
2,20,0,0,0,30
3,20,0,0,0,41
4,20,0,0,0,41
5,20,0,0,1,42
6,20,1,0,3,42
7,20,3,0,4,43
8,20,5,3,6,44
