1,1,3,4,3,41
2,1,3,3,2,41
3,1,2,2,2,41
4,1,1,1,1,42
5,1,1,1,0,42
6,1,0,1,0,53
7,1,0,0,0,53
8,1,0,0,0,53
1,2,3,4,3,41
2,2,3,3,2,42
3,2,3,3,2,42
4,2,2,2,2,42
5,2,1,1,1,53
6,2,0,0,0,53
7,2,0,0,0,53
8,2,0,0,0,54
1,3,4,4,4,42
2,3,3,4,3,42
3,3,2,2,2,53
4,3,2,0,1,53
5,3,1,0,1,53
6,3,1,0,1,53
7,3,0,0,0,54
8,3,0,0,0,65
1,4,4,4,4,42
2,4,3,3,3,53
3,4,2,0,2,53
4,4,2,0,2,53
5,4,2,0,1,53
6,4,1,0,1,54
7,4,0,0,0,65
8,4,0,0,0,66
1,5,4,4,4,53
2,5,4,3,3,53
3,5,3,0,3,53
4,5,2,0,2,54
5,5,2,0,1,54
6,5,1,0,1,65
7,5,0,0,0,66
8,5,0,0,0,66
1,6,4,4,4,53
2,6,4,4,3,53
3,6,4,0,3,54
4,6,2,0,2,65
5,6,2,0,2,65
6,6,1,0,1,66
7,6,0,0,1,66
8,6,0,0,0,66
1,7,6,5,5,53
2,7,4,4,4,54
3,7,3,0,3,65
4,7,2,0,3,65
5,7,2,0,2,66
6,7,2,0,2,66
7,7,1,0,1,66
8,7,0,0,0,66
1,8,6,5,5,54
2,8,4,0,4,65
3,8,4,0,4,65
4,8,2,0,3,66
5,8,2,0,2,66
6,8,2,0,2,66
7,8,1,0,1,66
8,8,1,1,1,66
1,9,6,5,6,65
2,9,4,3,4,65
3,9,4,0,4,66
4,9,3,0,3,66
5,9,2,0,3,66
6,9,2,0,2,66
7,9,2,0,2,66
8,9,1,1,1,66
1,10,6,5,6,65
2,10,5,4,6,66
3,10,4,0,4,66
4,10,4,0,4,66
5,10,2,0,3,66
6,10,2,0,3,66
7,10,2,0,2,66
8,10,1,1,2,66
1,11,6,4,6,67
2,11,6,0,6,67
3,11,4,0,5,67
4,11,4,0,4,66
5,11,4,0,4,66
6,11,2,0,3,66
7,11,1,0,2,83
8,11,1,0,1,83
1,12,5,4,6,70
2,12,6,4,6,68
3,12,5,0,6,67
4,12,4,0,4,67
5,12,4,0,4,66
6,12,2,0,2,82
7,12,1,0,2,83
8,12,1,1,2,84
1,13,5,4,6,71
2,13,6,0,6,68
3,13,6,0,6,67
4,13,4,0,5,67
5,13,3,0,4,82
6,13,2,0,3,83
7,13,2,0,2,84
8,13,1,1,2,84
1,14,5,4,6,69
2,14,6,0,6,68
3,14,4,0,5,80
4,14,4,0,5,82
5,14,3,0,4,84
6,14,2,0,3,84
7,14,2,0,2,85
8,14,1,1,2,85
1,15,6,4,6,68
2,15,4,3,5,80
3,15,4,0,5,82
4,15,4,0,5,84
5,15,3,0,4,85
6,15,2,0,4,86
7,15,2,0,3,86
8,15,2,1,2,86
1,16,4,3,5,82
2,16,4,2,5,84
3,16,4,0,5,86
4,16,4,0,5,87
5,16,4,0,5,87
6,16,3,0,4,87
7,16,2,1,3,87
8,16,2,1,2,87
1,17,4,3,5,85
2,17,4,2,5,87
3,17,4,0,5,89
4,17,4,0,5,90
5,17,4,0,5,90
6,17,4,0,5,89
7,17,2,1,4,88
8,17,2,1,3,87
1,18,4,2,5,87
2,18,4,0,5,89
3,18,4,0,5,92
4,18,4,0,5,93
5,18,4,0,5,92
6,18,4,0,5,91
7,18,3,1,4,89
8,18,2,1,3,88
1,19,4,2,5,88
2,19,4,0,5,90
3,19,4,0,5,94
4,19,4,0,5,96
5,19,4,0,5,94
6,19,4,0,5,91
7,19,3,0,4,90
8,19,2,1,3,89
1,20,3,1,4,89
2,20,4,0,5,91
3,20,4,0,5,94
4,20,4,0,5,95
5,20,4,0,5,94
6,20,4,0,5,92
7,20,4,0,5,90
8,20,2,1,4,89
